,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
337,David Fletcher_LAA,553.0,68.0,5,46.0,11.0,0.272,0.318,151,28.0,3.0,37.0,61.0,0.356,0.674,301,H,https://www.fantasypros.com/mlb/players/david-fletcher.php,,,,,,,,,,,,,,david-fletcher,"David Fletcher (LAA - 2B,SS)",David Fletcher,Fletcher,LAA,"2B,SS",,.272|68R|5HR|46RBI|11SB,338.0,"David Fletcher (LAA - 2B,SS)",232.0,429.0,315.2,38.3,299.0,-39.0,,"2B,SS","David Fletcher (LAA - 2B,SS)",".272|68R|5HR|46RBI|11SB
",166.0
338,Mike Zunino_TB,325.0,47.0,22,52.0,0.0,0.203,0.27,66,13.0,1.0,30.0,125.0,0.453,0.723,151,H,https://www.fantasypros.com/mlb/players/mike-zunino.php,,,,,,,,,,,,,,mike-zunino,Mike Zunino (TB - C),Mike Zunino,Zunino,TB,C,,.203|47R|22HR|52RBI|0SB,339.0,Mike Zunino (TB - C),173.0,445.0,301.7,50.9,241.0,-98.0,,C,Mike Zunino (TB - C),".203|47R|22HR|52RBI|0SB
",477.0
339,Joey Wendle_MIA,434.0,58.0,9,46.0,10.0,0.258,0.302,112,25.0,4.0,27.0,97.0,0.394,0.696,217,H,https://www.fantasypros.com/mlb/players/joe-wendle.php,,,,,,,,,,,,,,joe-wendle,"Joey Wendle (MIA - 3B,SS)",Joey Wendle,Wendle,MIA,"3B,SS",,.258|58R|9HR|46RBI|10SB,340.0,"Joey Wendle (MIA - 3B,SS)",207.0,473.0,323.7,58.0,376.0,36.0,,"3B,SS","Joey Wendle (MIA - 3B,SS)",".258|58R|9HR|46RBI|10SB
",328.0
340,Diego Castillo_SEA,,,8,,,,,50,,,,,,,161,P,https://www.fantasypros.com/mlb/players/diego-castillo.php,60.8,69.0,3.0,7.0,3.78,1.2,26.0,23.0,61.0,0.0,3.0,0.0,10.21,diego-castillo,Diego Castillo (SEA - RP),Diego Castillo,Castillo,SEA,RP,,3-3-7SV|3.78|1.20|10.21K9,341.0,Diego Castillo (SEA - RP),239.0,412.0,311.1,36.2,457.0,116.0,,RP,Diego Castillo (SEA - RP),"3-3-7SV|3.78|1.20|10.21K9
",459.0
341,LaMonte Wade Jr._SF,400.0,58.0,17,54.0,7.0,0.241,0.322,96,19.0,3.0,48.0,101.0,0.422,0.744,239,H,https://www.fantasypros.com/mlb/players/lamonte-wade.php,,,,,,,,,,,,,,lamonte-wade,"LaMonte Wade Jr. (SF - 1B,OF)",LaMonte Wade Jr.,Wade Jr.,SF,"1B,OF",,.241|58R|17HR|54RBI|7SB,342.0,"LaMonte Wade Jr. (SF - 1B,LF,RF)",256.0,387.0,328.2,35.3,377.0,35.0,,"1B,OF","LaMonte Wade Jr. (SF - 1B,OF)",".241|58R|17HR|54RBI|7SB
",291.0
342,Reid Detmers_LAA,,,16,,,,,93,,,,,,,164,P,https://www.fantasypros.com/mlb/players/reid-detmers.php,97.4,102.0,6.0,0.0,4.6,1.34,50.0,37.0,18.0,18.0,6.0,0.0,9.43,reid-detmers,Reid Detmers (LAA - SP),Reid Detmers,Detmers,LAA,SP,,6-6-0SV|4.60|1.34|9.43K9,343.0,Reid Detmers (LAA - SP),212.0,544.0,356.2,76.0,382.0,39.0,,SP,Reid Detmers (LAA - SP),"6-6-0SV|4.60|1.34|9.43K9
",453.0
343,J.P. Crawford_SEA,564.0,76.0,10,56.0,6.0,0.257,0.327,145,31.0,2.0,58.0,110.0,0.373,0.699,296,H,https://www.fantasypros.com/mlb/players/jp-crawford.php,,,,,,,,,,,,,,jp-crawford,J.P. Crawford (SEA - SS),J.P. Crawford,Crawford,SEA,SS,,.257|76R|10HR|56RBI|6SB,344.0,J.P. Crawford (SEA - SS),234.0,400.0,316.0,37.8,302.0,-42.0,,SS,J.P. Crawford (SEA - SS),".257|76R|10HR|56RBI|6SB
",177.0
344,Chad Green_NYY,,,12,,,,,60,,,,,,,189,P,https://www.fantasypros.com/mlb/players/chad-green.php,73.8,90.0,5.0,2.0,3.59,1.07,29.0,19.0,68.0,0.0,4.0,0.0,10.98,chad-green,Chad Green (NYY - RP),Chad Green,Green,NYY,RP,,5-4-2SV|3.59|1.07|10.98K9,345.0,Chad Green (NYY - RP),175.0,479.0,316.6,58.7,320.0,-25.0,,RP,Chad Green (NYY - RP),"5-4-2SV|3.59|1.07|10.98K9
",391.0
345,Patrick Corbin_WSH,,,28,,,,,178,,,,,,,252,P,https://www.fantasypros.com/mlb/players/patrick-corbin.php,171.6,152.0,10.0,0.0,4.62,1.36,88.0,56.0,29.0,29.0,11.0,0.0,7.97,patrick-corbin,Patrick Corbin (WSH - SP),Patrick Corbin,Corbin,WSH,SP,,10-11-0SV|4.62|1.36|7.97K9,346.0,Patrick Corbin (WSH - SP),224.0,755.0,361.8,122.7,315.0,-31.0,,SP,Patrick Corbin (WSH - SP),"10-11-0SV|4.62|1.36|7.97K9
",256.0
346,Kyle Gibson_PHI,,,26,,,,,182,,,,,,,254,P,https://www.fantasypros.com/mlb/players/kyle-gibson.php,178.9,153.0,10.0,0.0,4.65,1.41,92.0,70.0,31.0,31.0,10.0,0.0,7.7,kyle-gibson,Kyle Gibson (PHI - SP),Kyle Gibson,Gibson,PHI,SP,,10-10-0SV|4.65|1.41|7.70K9,347.0,Kyle Gibson (PHI - SP),249.0,718.0,351.3,111.9,310.0,-37.0,,SP,Kyle Gibson (PHI - SP),"10-10-0SV|4.65|1.41|7.70K9
",252.0
347,Anthony Bender_MIA,,,7,,,,,55,,,,,,,172,P,https://www.fantasypros.com/mlb/players/anthony-bender.php,63.7,68.0,3.0,9.0,3.75,1.23,27.0,23.0,63.0,0.0,3.0,0.0,9.61,anthony-bender,Anthony Bender (MIA - RP),Anthony Bender,Bender,MIA,RP,,3-3-9SV|3.75|1.23|9.61K9,348.0,Anthony Bender (MIA - RP),244.0,397.0,325.2,38.2,331.0,-17.0,,RP,Anthony Bender (MIA - RP),"3-3-9SV|3.75|1.23|9.61K9
",434.0
348,Pavin Smith_ARI,447.0,59.0,13,52.0,2.0,0.264,0.328,118,24.0,4.0,42.0,93.0,0.417,0.745,252,H,https://www.fantasypros.com/mlb/players/pavin-smith.php,,,,,,,,,,,,,,pavin-smith,"Pavin Smith (ARI - 1B,OF)",Pavin Smith,Smith,ARI,"1B,OF",,.264|59R|13HR|52RBI|2SB,349.0,"Pavin Smith (ARI - 1B,LF,CF,RF)",259.0,425.0,335.3,37.7,424.0,75.0,,"1B,OF","Pavin Smith (ARI - 1B,OF)",".264|59R|13HR|52RBI|2SB
",257.0
349,Bobby Bradley_CLE,409.0,56.0,24,66.0,1.0,0.217,0.288,89,18.0,1.0,41.0,151.0,0.446,0.734,194,H,https://www.fantasypros.com/mlb/players/bobby-bradley.php,,,,,,,,,,,,,,bobby-bradley,Bobby Bradley (CLE - 1B),Bobby Bradley,Bradley,CLE,1B,,.217|56R|24HR|66RBI|1SB,350.0,Bobby Bradley (CLE - 1B),225.0,542.0,335.9,85.0,445.0,95.0,,1B,Bobby Bradley (CLE - 1B),".217|56R|24HR|66RBI|1SB
",383.0
350,Miguel Rojas_MIA,491.0,63.0,9,50.0,12.0,0.266,0.318,131,27.0,2.0,37.0,74.0,0.386,0.704,276,H,https://www.fantasypros.com/mlb/players/miguel-rojas.php,,,,,,,,,,,,,,miguel-rojas,Miguel Rojas (MIA - SS),Miguel Rojas,Rojas,MIA,SS,,.266|63R|9HR|50RBI|12SB,351.0,Miguel Rojas (MIA - SS),241.0,363.0,319.5,31.8,433.0,82.0,,SS,Miguel Rojas (MIA - SS),".266|63R|9HR|50RBI|12SB
",210.0
351,Jonathan Loaisiga_NYY,,,8,,,,,63,,,,,,,175,P,https://www.fantasypros.com/mlb/players/jonathan-loaisiga.php,70.9,75.0,5.0,3.0,3.45,1.19,27.0,21.0,63.0,0.0,3.0,0.0,9.52,jonathan-loaisiga,Jonathan Loaisiga (NYY - RP),Jonathan Loaisiga,Loaisiga,NYY,RP,,5-3-3SV|3.45|1.19|9.52K9,352.0,Jonathan Loaisiga (NYY - RP),210.0,360.0,321.2,33.7,325.0,-27.0,,RP,Jonathan Loaisiga (NYY - RP),"5-3-3SV|3.45|1.19|9.52K9
",426.0
352,Abraham Toro_SEA,211.0,29.0,7,28.0,3.0,0.246,0.311,52,10.0,1.0,20.0,43.0,0.406,0.717,121,H,https://www.fantasypros.com/mlb/players/abraham-toro.php,,,,,,,,,,,,,,abraham-toro,"Abraham Toro (SEA - 2B,3B)",Abraham Toro,Toro,SEA,"2B,3B",,.246|29R|7HR|28RBI|3SB,353.0,"Abraham Toro (SEA - 2B,3B)",252.0,611.0,359.4,100.1,374.0,21.0,,"2B,3B","Abraham Toro (SEA - 2B,3B)",".246|29R|7HR|28RBI|3SB
",580.0
353,Jeremy Pena_HOU,448.0,58.0,16,54.0,10.0,0.252,0.302,113,19.0,3.0,32.0,120.0,0.415,0.717,219,H,https://www.fantasypros.com/mlb/players/jeremy-pena.php,,,,,,,,,,,,,,jeremy-pena,Jeremy Pena (HOU - SS),Jeremy Pena,Pena,HOU,SS,,.252|58R|16HR|54RBI|10SB,354.0,Jeremy Pena (HOU - SS),212.0,686.0,342.3,130.4,340.0,-14.0,,SS,Jeremy Pena (HOU - SS),".252|58R|16HR|54RBI|10SB
",323.0
354,Carlos Santana_KC,445.0,59.0,17,59.0,2.0,0.23,0.336,102,17.0,1.0,71.0,84.0,0.389,0.725,281,H,https://www.fantasypros.com/mlb/players/carlos-santana.php,,,,,,,,,,,,,,carlos-santana,Carlos Santana (KC - 1B),Carlos Santana,Santana,KC,1B,,.230|59R|17HR|59RBI|2SB,355.0,Carlos Santana (KC - 1B),225.0,410.0,313.6,53.5,337.0,-18.0,,1B,Carlos Santana (KC - 1B),".230|59R|17HR|59RBI|2SB
",206.0
355,Matt Brash_SEA,,,14,,,,,89,,,,,,,182,P,https://www.fantasypros.com/mlb/players/matt-brash.php,99.2,102.0,6.0,0.0,3.91,1.33,43.0,43.0,27.0,16.0,6.0,0.0,9.25,matt-brash,Matt Brash (SEA - SP),Matt Brash,Brash,SEA,SP,,6-6-0SV|3.91|1.33|9.25K9,356.0,Matt Brash (SEA - SP),222.0,535.0,323.8,87.5,343.0,-13.0,,SP,Matt Brash (SEA - SP),"6-6-0SV|3.91|1.33|9.25K9
",408.0
356,Luis Arraez_MIN,466.0,64.0,5,47.0,3.0,0.295,0.357,138,24.0,4.0,45.0,56.0,0.396,0.753,289,H,https://www.fantasypros.com/mlb/players/luis-arraez.php,,,,,,,,,,,,,,luis-arraez,"Luis Arraez (MIN - 2B,3B,OF)",Luis Arraez,Arraez,MIN,"2B,3B,OF",,.295|64R|5HR|47RBI|3SB,357.0,"Luis Arraez (MIN - 2B,3B,LF)",242.0,356.0,303.9,25.7,311.0,-46.0,,"2B,3B,OF","Luis Arraez (MIN - 2B,3B,OF)",".295|64R|5HR|47RBI|3SB
",190.0
357,Max Stassi_LAA,343.0,46.0,15,46.0,1.0,0.229,0.299,79,14.0,1.0,35.0,115.0,0.405,0.704,152,H,https://www.fantasypros.com/mlb/players/max-stassi.php,,,,,,,,,,,,,,max-stassi,Max Stassi (LAA - C),Max Stassi,Stassi,LAA,C,,.229|46R|15HR|46RBI|1SB,358.0,Max Stassi (LAA - C),230.0,536.0,344.5,68.7,364.0,6.0,,C,Max Stassi (LAA - C),".229|46R|15HR|46RBI|1SB
",472.0
358,Lorenzo Cain_MIL,427.0,59.0,11,48.0,15.0,0.264,0.329,112,21.0,1.0,42.0,90.0,0.394,0.723,244,H,https://www.fantasypros.com/mlb/players/lorenzo-cain.php,,,,,,,,,,,,,,lorenzo-cain,Lorenzo Cain (MIL - OF),Lorenzo Cain,Cain,MIL,OF,,.264|59R|11HR|48RBI|15SB,359.0,Lorenzo Cain (MIL - CF),253.0,403.0,330.3,37.7,347.0,-12.0,,OF,Lorenzo Cain (MIL - OF),".264|59R|11HR|48RBI|15SB
",278.0
359,Kyle Finnegan_WSH,,,9,,,,,62,,,,,,,198,P,https://www.fantasypros.com/mlb/players/kyle-finnegan.php,65.4,66.0,4.0,18.0,4.34,1.4,31.0,30.0,65.0,0.0,4.0,0.0,9.08,kyle-finnegan,Kyle Finnegan (WSH - RP),Kyle Finnegan,Finnegan,WSH,RP,,4-4-18SV|4.34|1.40|9.08K9,360.0,Kyle Finnegan (WSH - RP),204.0,477.0,335.0,65.7,380.0,20.0,,RP,Kyle Finnegan (WSH - RP),"4-4-18SV|4.34|1.40|9.08K9
",370.0
360,James Kaprielian_OAK,,,19,,,,,107,,,,,,,181,P,https://www.fantasypros.com/mlb/players/james-kaprielian.php,113.9,112.0,6.0,0.0,4.56,1.3,58.0,40.0,23.0,21.0,8.0,0.0,8.85,james-kaprielian,James Kaprielian (OAK - SP),James Kaprielian,Kaprielian,OAK,SP,,6-8-0SV|4.56|1.30|8.85K9,361.0,James Kaprielian (OAK - SP),237.0,545.0,352.8,76.7,391.0,30.0,,SP,James Kaprielian (OAK - SP),"6-8-0SV|4.56|1.30|8.85K9
",414.0
361,Willie Calhoun_TEX,419.0,53.0,16,53.0,2.0,0.254,0.312,106,19.0,3.0,36.0,73.0,0.429,0.741,250,H,https://www.fantasypros.com/mlb/players/willie-calhoun.php,,,,,,,,,,,,,,willie-calhoun,"Willie Calhoun (TEX - DH,OF)",Willie Calhoun,Calhoun,TEX,"DH,OF",,.254|53R|16HR|53RBI|2SB,362.0,"Willie Calhoun (TEX - LF,DH)",228.0,522.0,353.8,70.7,452.0,90.0,,"DH,OF","Willie Calhoun (TEX - DH,OF)",".254|53R|16HR|53RBI|2SB
",261.0
362,Yadier Molina_STL,401.0,42.0,11,51.0,2.0,0.249,0.288,100,17.0,0.0,22.0,72.0,0.371,0.659,195,H,https://www.fantasypros.com/mlb/players/yadier-molina.php,,,,,,,,,,,,,,yadier-molina,Yadier Molina (STL - C),Yadier Molina,Molina,STL,C,,.249|42R|11HR|51RBI|2SB,363.0,Yadier Molina (STL - C),236.0,473.0,340.0,51.5,259.0,-104.0,,C,Yadier Molina (STL - C),".249|42R|11HR|51RBI|2SB
",376.0
363,Michael Pineda_DET,,,21,,,,,135,,,,,,,190,P,https://www.fantasypros.com/mlb/players/michael-pineda.php,129.8,106.0,7.0,0.0,4.5,1.27,65.0,30.0,25.0,25.0,9.0,0.0,7.35,michael-pineda,Michael Pineda (DET - SP),Michael Pineda,Pineda,DET,SP,,7-9-0SV|4.50|1.27|7.35K9,364.0,Michael Pineda (DET - SP),273.0,555.0,361.8,64.3,434.0,70.0,,SP,Michael Pineda (DET - SP),"7-9-0SV|4.50|1.27|7.35K9
",388.0
364,James Karinchak_CLE,,,7,,,,,41,,,,,,,157,P,https://www.fantasypros.com/mlb/players/james-karinchak.php,56.6,78.0,4.0,4.0,3.58,1.23,23.0,29.0,60.0,0.0,3.0,0.0,12.4,james-karinchak,James Karinchak (CLE - RP),James Karinchak,Karinchak,CLE,RP,,4-3-4SV|3.58|1.23|12.40K9,365.0,James Karinchak (CLE - RP),232.0,367.0,306.1,38.7,393.0,28.0,,RP,James Karinchak (CLE - RP),"4-3-4SV|3.58|1.23|12.40K9
",465.0
365,Art Warren_CIN,,,6,,,,,45,,,,,,,152,P,https://www.fantasypros.com/mlb/players/art-warren.php,55.9,74.0,3.0,5.0,3.75,1.23,23.0,24.0,63.0,0.0,3.0,0.0,11.91,art-warren,Art Warren (CIN - RP),Art Warren,Warren,CIN,RP,,3-3-5SV|3.75|1.23|11.91K9,366.0,Art Warren (CIN - RP),208.0,551.0,330.1,83.2,355.0,-11.0,,RP,Art Warren (CIN - RP),"3-3-5SV|3.75|1.23|11.91K9
",473.0
366,Pierce Johnson_SD,,,8,,,,,50,,,,,,,150,P,https://www.fantasypros.com/mlb/players/pierce-johnson.php,60.0,73.0,3.0,5.0,3.93,1.26,26.0,26.0,62.0,0.0,3.0,0.0,10.95,pierce-johnson,Pierce Johnson (SD - RP),Pierce Johnson,Johnson,SD,RP,,3-3-5SV|3.93|1.26|10.95K9,367.0,Pierce Johnson (SD - RP),238.0,411.0,331.2,38.9,418.0,51.0,,RP,Pierce Johnson (SD - RP),"3-3-5SV|3.93|1.26|10.95K9
",481.0
367,Madison Bumgarner_ARI,,,31,,,,,172,,,,,,,219,P,https://www.fantasypros.com/mlb/players/madison-bumgarner.php,167.4,136.0,8.0,0.0,4.94,1.31,92.0,48.0,30.0,30.0,11.0,1.0,7.31,madison-bumgarner,Madison Bumgarner (ARI - SP),Madison Bumgarner,Bumgarner,ARI,SP,,8-11-0SV|4.94|1.31|7.31K9,368.0,Madison Bumgarner (ARI - SP),267.0,865.0,415.8,180.0,345.0,-23.0,,SP,Madison Bumgarner (ARI - SP),"8-11-0SV|4.94|1.31|7.31K9
",324.0
368,Josh Harrison_CWS,398.0,49.0,9,46.0,6.0,0.266,0.311,106,22.0,2.0,26.0,65.0,0.397,0.708,221,H,https://www.fantasypros.com/mlb/players/josh-harrison.php,,,,,,,,,,,,,,josh-harrison,"Josh Harrison (CWS - 2B,3B,OF)",Josh Harrison,Harrison,CWS,"2B,3B,OF",,.266|49R|9HR|46RBI|6SB,369.0,"Josh Harrison (CWS - 2B,3B,LF)",274.0,416.0,346.5,37.7,334.0,-35.0,,"2B,3B,OF","Josh Harrison (CWS - 2B,3B,OF)",".266|49R|9HR|46RBI|6SB
",318.0
369,Nick Pivetta_BOS,,,25,,,,,146,,,,,,,253,P,https://www.fantasypros.com/mlb/players/nick-pivetta.php,153.6,160.0,9.0,0.0,4.67,1.35,80.0,62.0,29.0,29.0,9.0,0.0,9.38,nick-pivetta,Nick Pivetta (BOS - SP),Nick Pivetta,Pivetta,BOS,SP,,9-9-0SV|4.67|1.35|9.38K9,370.0,Nick Pivetta (BOS - SP),272.0,663.0,374.8,101.5,294.0,-76.0,,SP,Nick Pivetta (BOS - SP),"9-9-0SV|4.67|1.35|9.38K9
",254.0
370,Chris Flexen_SEA,,,24,,,,,175,,,,,,,253,P,https://www.fantasypros.com/mlb/players/chris-flexen.php,169.6,132.0,10.0,0.0,4.39,1.3,83.0,47.0,30.0,30.0,10.0,0.0,7.0,chris-flexen,Chris Flexen (SEA - SP),Chris Flexen,Flexen,SEA,SP,,10-10-0SV|4.39|1.30|7.00K9,371.0,Chris Flexen (SEA - SP),282.0,465.0,350.2,48.9,308.0,-63.0,,SP,Chris Flexen (SEA - SP),"10-10-0SV|4.39|1.30|7.00K9
",255.0
371,Ken Giles_SEA,,,6,,,,,39,,,,,,,130,P,https://www.fantasypros.com/mlb/players/kenneth-giles.php,44.5,53.0,2.0,7.0,3.8,1.21,19.0,15.0,46.0,0.0,2.0,0.0,10.72,kenneth-giles,Ken Giles (SEA - RP),Ken Giles,Giles,SEA,RP,,2-2-7SV|3.80|1.21|10.72K9,372.0,Ken Giles (SEA - RP),242.0,429.0,355.1,33.8,339.0,-33.0,,RP,Ken Giles (SEA - RP),"2-2-7SV|3.80|1.21|10.72K9
",539.0
372,Michael Fulmer_DET,,,8,,,,,61,,,,,,,152,P,https://www.fantasypros.com/mlb/players/michael-fulmer.php,63.7,63.0,3.0,8.0,3.96,1.28,28.0,20.0,58.0,0.0,4.0,0.0,8.9,michael-fulmer,Michael Fulmer (DET - RP),Michael Fulmer,Fulmer,DET,RP,,3-4-8SV|3.96|1.28|8.90K9,373.0,Michael Fulmer (DET - RP),291.0,493.0,360.2,50.7,370.0,-3.0,,RP,Michael Fulmer (DET - RP),"3-4-8SV|3.96|1.28|8.90K9
",474.0
373,Robert Suarez_SD,,,7,,,,,53,,,,,,,166,P,https://www.fantasypros.com/mlb/players/robert-suarez.php,58.6,59.0,2.0,12.0,3.88,1.27,25.0,21.0,61.0,0.0,3.0,0.0,9.06,robert-suarez,Robert Suarez (SD - RP),Robert Suarez,Suarez,SD,RP,,2-3-12SV|3.88|1.27|9.06K9,374.0,Robert Suarez (SD - RP),197.0,517.0,360.4,92.4,273.0,-101.0,,RP,Robert Suarez (SD - RP),"2-3-12SV|3.88|1.27|9.06K9
",447.0
374,Drew Steckenrider_SEA,,,9,,,,,60,,,,,,,178,P,https://www.fantasypros.com/mlb/players/drew-steckenrider.php,66.0,61.0,3.0,12.0,4.1,1.23,30.0,21.0,65.0,0.0,3.0,0.0,8.32,drew-steckenrider,Drew Steckenrider (SEA - RP),Drew Steckenrider,Steckenrider,SEA,RP,,3-3-12SV|4.10|1.23|8.32K9,375.0,Drew Steckenrider (SEA - RP),300.0,508.0,363.7,52.0,319.0,-56.0,,RP,Drew Steckenrider (SEA - RP),"3-3-12SV|4.10|1.23|8.32K9
",418.0
375,Joey Bart_SF,337.0,40.0,10,38.0,2.0,0.237,0.284,80,15.0,1.0,22.0,107.0,0.378,0.661,121,H,https://www.fantasypros.com/mlb/players/joseph-bart.php,,,,,,,,,,,,,,joseph-bart,Joey Bart (SF - C),Joey Bart,Bart,SF,C,,.237|40R|10HR|38RBI|2SB,376.0,Joey Bart (SF - C),223.0,538.0,372.9,75.9,281.0,-95.0,,C,Joey Bart (SF - C),".237|40R|10HR|38RBI|2SB
",581.0
376,Victor Robles_WSH,399.0,52.0,9,40.0,14.0,0.235,0.294,94,23.0,2.0,34.0,111.0,0.374,0.669,175,H,https://www.fantasypros.com/mlb/players/victor-robles.php,,,,,,,,,,,,,,victor-robles,Victor Robles (WSH - OF),Victor Robles,Robles,WSH,OF,,.235|52R|9HR|40RBI|14SB,377.0,Victor Robles (WSH - CF),275.0,460.0,357.0,52.7,449.0,72.0,,OF,Victor Robles (WSH - OF),".235|52R|9HR|40RBI|14SB
",427.0
377,Riley Greene_DET,363.0,52.0,13,47.0,7.0,0.255,0.323,93,16.0,4.0,36.0,113.0,0.425,0.748,183,H,https://www.fantasypros.com/mlb/players/riley-greene-of.php,,,,,,,,,,,,,,riley-greene-of,Riley Greene (DET - OF),Riley Greene,Greene,DET,OF,NRI,.255|52R|13HR|47RBI|7SB,378.0,Riley Greene (DET - CF) NRI,228.0,624.0,382.3,96.3,291.0,-87.0,,OF,Riley Greene (DET - OF),".255|52R|13HR|47RBI|7SB
",406.0
378,CJ Abrams_SD,138.0,18.0,3,16.0,5.0,0.253,0.304,35,8.0,1.0,10.0,33.0,0.385,0.69,70,H,https://www.fantasypros.com/mlb/players/cj-abrams.php,,,,,,,,,,,,,,cj-abrams,CJ Abrams (SD - SS),CJ Abrams,Abrams,SD,SS,NRI,.253|18R|3HR|16RBI|5SB,379.0,CJ Abrams (SD - SS) NRI,167.0,1323.0,476.2,386.4,363.0,-16.0,,SS,CJ Abrams (SD - SS),".253|18R|3HR|16RBI|5SB
",835.0
379,Brandon Marsh_LAA,437.0,56.0,11,47.0,10.0,0.246,0.315,107,22.0,4.0,44.0,145.0,0.386,0.701,184,H,https://www.fantasypros.com/mlb/players/brandon-marsh.php,,,,,,,,,,,,,,brandon-marsh,Brandon Marsh (LAA - OF),Brandon Marsh,Marsh,LAA,OF,,.246|56R|11HR|47RBI|10SB,380.0,Brandon Marsh (LAA - CF),272.0,425.0,359.9,36.6,427.0,47.0,,OF,Brandon Marsh (LAA - OF),".246|56R|11HR|47RBI|10SB
",403.0
380,Hector Neris_HOU,,,10,,,,,58,,,,,,,178,P,https://www.fantasypros.com/mlb/players/hector-neris.php,70.9,87.0,4.0,4.0,3.83,1.22,30.0,29.0,72.0,0.0,3.0,0.0,11.04,hector-neris,Hector Neris (HOU - RP),Hector Neris,Neris,HOU,RP,,4-3-4SV|3.83|1.22|11.04K9,381.0,Hector Neris (HOU - RP),298.0,398.0,340.0,29.7,416.0,35.0,,RP,Hector Neris (HOU - RP),"4-3-4SV|3.83|1.22|11.04K9
",419.0
381,Josh Lowe_TB,245.0,34.0,10,32.0,9.0,0.24,0.314,59,12.0,1.0,26.0,82.0,0.416,0.729,123,H,https://www.fantasypros.com/mlb/players/josh-lowe-3b.php,,,,,,,,,,,,,,josh-lowe-3b,Josh Lowe (TB - OF),Josh Lowe,Lowe,TB,OF,,.240|34R|10HR|32RBI|9SB,382.0,"Josh Lowe (TB - LF,RF)",226.0,1188.0,482.0,276.9,503.0,121.0,,OF,Josh Lowe (TB - OF),".240|34R|10HR|32RBI|9SB
",570.0
382,James McCann_NYM,360.0,40.0,12,44.0,2.0,0.237,0.293,85,14.0,1.0,28.0,107.0,0.379,0.671,144,H,https://www.fantasypros.com/mlb/players/james-mccann.php,,,,,,,,,,,,,,james-mccann,James McCann (NYM - C),James McCann,McCann,NYM,C,,.237|40R|12HR|44RBI|2SB,383.0,James McCann (NYM - C),237.0,514.0,367.1,83.7,336.0,-47.0,,C,James McCann (NYM - C),".237|40R|12HR|44RBI|2SB
",499.0
383,Vidal Brujan_TB,183.0,25.0,4,20.0,12.0,0.242,0.304,44,10.0,1.0,16.0,37.0,0.371,0.675,104,H,https://www.fantasypros.com/mlb/players/vidal-brujan-2b.php,,,,,,,,,,,,,,vidal-brujan-2b,"Vidal Brujan (TB - 2B,OF)",Vidal Brujan,Brujan,TB,"2B,OF",MiLB,.242|25R|4HR|20RBI|12SB,384.0,"Vidal Brujan (TB - 2B,RF) MiLB",267.0,747.0,417.7,147.1,385.0,1.0,,"2B,OF","Vidal Brujan (TB - 2B,OF)",".242|25R|4HR|20RBI|12SB
",652.0
384,Cole Sulser_MIA,,,8,,,,,57,,,,,,,188,P,https://www.fantasypros.com/mlb/players/cole-sulser.php,65.4,71.0,4.0,11.0,3.91,1.27,28.0,26.0,64.0,0.0,3.0,0.0,9.77,cole-sulser,Cole Sulser (MIA - RP),Cole Sulser,Sulser,MIA,RP,,4-3-11SV|3.91|1.27|9.77K9,385.0,Cole Sulser (MIA - RP),229.0,420.0,352.1,43.7,329.0,-56.0,,RP,Cole Sulser (MIA - RP),"4-3-11SV|3.91|1.27|9.77K9
",398.0
385,Yandy Diaz_TB,445.0,62.0,14,59.0,1.0,0.265,0.356,118,21.0,1.0,63.0,84.0,0.407,0.763,287,H,https://www.fantasypros.com/mlb/players/yandy-diaz.php,,,,,,,,,,,,,,yandy-diaz,"Yandy Diaz (TB - 1B,3B)",Yandy Diaz,Diaz,TB,"1B,3B",,.265|62R|14HR|59RBI|1SB,386.0,"Yandy Diaz (TB - 1B,3B)",252.0,485.0,352.2,52.8,394.0,8.0,,"1B,3B","Yandy Diaz (TB - 1B,3B)",".265|62R|14HR|59RBI|1SB
",196.0
386,Hunter Greene_CIN,,,16,,,,,89,,,,,,,151,P,https://www.fantasypros.com/mlb/players/hunter-greene.php,92.7,95.0,6.0,0.0,4.68,1.35,48.0,37.0,17.0,18.0,6.0,0.0,9.22,hunter-greene,Hunter Greene (CIN - SP),Hunter Greene,Greene,CIN,SP,,6-6-0SV|4.68|1.35|9.22K9,387.0,Hunter Greene (CIN - SP),169.0,452.0,328.1,74.6,289.0,-98.0,,SP,Hunter Greene (CIN - SP),"6-6-0SV|4.68|1.35|9.22K9
",478.0
387,Tanner Rainey_WSH,,,9,,,,,46,,,,,,,149,P,https://www.fantasypros.com/mlb/players/tanner-rainey.php,57.2,76.0,3.0,8.0,4.56,1.42,29.0,35.0,62.0,0.0,3.0,0.0,11.96,tanner-rainey,Tanner Rainey (WSH - RP),Tanner Rainey,Rainey,WSH,RP,,3-3-8SV|4.56|1.42|11.96K9,388.0,Tanner Rainey (WSH - RP),263.0,499.0,384.3,73.9,437.0,49.0,,RP,Tanner Rainey (WSH - RP),"3-3-8SV|4.56|1.42|11.96K9
",488.0
